"","date","quarter","department","day","team","targeted_productivity","smv","wip","over_time","incentive","idle_time","idle_men","no_of_style_change","no_of_workers","actual_productivity"
"848","2/19/2015","Quarter3","1","Thursday",4,0.8,30.1,859,7020,63,0,0,1,58.5,0.800094017
"870","2/22/2015","Quarter4","1","Sunday",4,0.8,30.1,922,5820,63,0,0,1,59,0.80000295
"890","2/23/2015","Quarter4","1","Monday",4,0.8,30.1,891,7140,38,0,0,1,59,0.800137255
"908","2/24/2015","Quarter4","1","Tuesday",4,0.8,30.1,901,6480,50,0,0,1,59,0.800071839
"928","2/25/2015","Quarter4","1","Wednesday",4,0.8,30.1,323,4080,50,0,0,1,59,0.800808642
"958","2/26/2015","Quarter4","1","Thursday",4,0.8,30.1,437,7080,32,0,0,2,59,0.495617514
"981","2/28/2015","Quarter4","1","Saturday",4,0.5,26.66,556,6960,23,0,0,2,58,0.500258046
"1000","3/1/2015","Quarter1","1","Sunday",4,0.6,26.66,692,6840,23,0,0,0,57,0.600239766
"1019","3/2/2015","Quarter1","1","Monday",4,0.65,26.66,832,6780,55,0,0,0,57,0.750254867
"1033","3/3/2015","Quarter1","1","Tuesday",4,0.7,26.66,950,6960,50,0,0,0,58,0.750770115
"1058","3/4/2015","Quarter1","1","Wednesday",4,0.7,26.82,1028,6960,60,0,0,0,58,0.799975862
"1081","3/5/2015","Quarter1","1","Thursday",4,0.7,26.82,1117,7080,50,0,0,0,59,0.750050847
"1093","3/7/2015","Quarter1","1","Saturday",4,0.7,26.82,1195,6960,60,0,0,0,58,0.800746552
"1114","3/8/2015","Quarter2","1","Sunday",4,0.75,26.82,1082,6840,65,0,0,0,57,0.850084211
"1132","3/9/2015","Quarter2","1","Monday",4,0.75,26.82,1079,7020,65,0,0,0,58,0.850446154
"1157","3/10/2015","Quarter2","1","Tuesday",4,0.75,26.82,1104,5880,65,0,0,0,59,0.850084211
"1188","3/11/2015","Quarter2","1","Wednesday",4,0.75,26.82,1054,7080,45,0,0,0,59,0.750050847
