"","date","quarter","department","day","team","targeted_productivity","smv","wip","over_time","incentive","idle_time","idle_men","no_of_style_change","no_of_workers","actual_productivity"
"406","1/24/2015","Quarter4","1","Saturday",3,0.75,22.52,1266,10260,69,0,0,0,57,0.80035194
"426","1/25/2015","Quarter4","1","Sunday",3,0.75,22.52,1495,10350,55,0,0,0,57.5,0.800513307
"446","1/26/2015","Quarter4","1","Monday",3,0.75,22.52,1584,10260,69,0,0,0,57,0.80035194
"458","1/27/2015","Quarter4","1","Tuesday",3,0.75,22.52,1299,6840,119,0,0,0,57,1.000230409
"479","1/28/2015","Quarter4","1","Wednesday",3,0.8,22.52,1350,6840,113,0,0,0,57,1.000230409
"501","1/29/2015","Quarter5","1","Thursday",3,0.8,22.52,1287,6840,100,0,0,0,57,0.950185965
"519","1/31/2015","Quarter5","1","Saturday",3,0.8,22.52,1136,6960,113,0,0,0,58,1.000457471
"547","2/1/2015","Quarter1","1","Sunday",3,0.8,22.52,1124,6840,100,0,0,0,57,0.950185965
"565","2/2/2015","Quarter1","1","Monday",3,0.8,22.52,21266,6840,70,0,0,0,57,0.90014152
"586","2/3/2015","Quarter1","1","Tuesday",3,0.8,22.52,1112,6840,100,0,0,0,57,0.950185965
"601","2/4/2015","Quarter1","1","Wednesday",3,0.8,22.52,968,6840,113,0,0,0,57,1.000230409
"623","2/5/2015","Quarter1","1","Thursday",3,0.8,22.52,1063,6840,100,0,0,0,57,0.950185965
"639","2/7/2015","Quarter1","1","Saturday",3,0.8,22.52,1060,6840,100,0,0,0,57,0.950185965
"660","2/8/2015","Quarter2","1","Sunday",3,0.8,22.52,1283,6720,88,0,0,0,56,0.900129762
"682","2/9/2015","Quarter2","1","Monday",3,0.8,22.52,1271,5400,50,0,0,0,57,0.800161172
"697","2/10/2015","Quarter2","1","Tuesday",3,0.8,22.52,813,0,88,0,0,0,57,0.90047076
"729","2/11/2015","Quarter2","1","Wednesday",3,0.8,22.52,11,6840,0,0,0,1,57,0.536901754
"749","2/12/2015","Quarter2","1","Thursday",3,0.35,30.1,770,6960,0,0,0,1,58,0.350301724
"764","2/14/2015","Quarter2","1","Saturday",3,0.5,30.1,1261,6960,30,0,0,1,58,0.500801724
"782","2/15/2015","Quarter3","1","Sunday",3,0.6,30.1,1361,6960,30,0,0,1,58,0.475718391
"790","2/16/2015","Quarter3","1","Monday",3,0.65,30.1,1263,600,63,0,0,1,58,0.802243319
"815","2/17/2015","Quarter3","1","Tuesday",3,0.7,30.1,1422,6960,50,0,0,1,58,0.700603448
"835","2/18/2015","Quarter3","1","Wednesday",3,0.7,30.1,1057,0,40,0,0,1,58,0.700603448
"854","2/19/2015","Quarter3","1","Thursday",3,0.7,30.1,247,6960,50,0,0,1,58,0.700603448
"879","2/22/2015","Quarter4","1","Sunday",3,0.7,30.1,1041,8160,33,0,0,2,58,0.626577778
"897","2/23/2015","Quarter4","1","Monday",3,0.7,29.4,1228,6960,30,0,0,2,58,0.700362069
"913","2/24/2015","Quarter4","1","Tuesday",3,0.75,29.4,1172,5340,45,0,0,2,60,0.750176991
"933","2/25/2015","Quarter4","1","Wednesday",3,0.75,29.4,1283,6960,45,0,0,2,58,0.750206897
"951","2/26/2015","Quarter4","1","Thursday",3,0.75,29.4,1244,6840,45,0,0,2,57,0.750473684
"971","2/28/2015","Quarter4","1","Saturday",3,0.75,29.4,1144,4440,45,0,0,2,57,0.750716981
"991","3/1/2015","Quarter1","1","Sunday",3,0.75,29.4,1143,6840,45,0,0,0,57,0.750473684
"1013","3/2/2015","Quarter1","1","Monday",3,0.8,29.4,1231,4680,50,0,0,0,57,0.800149813
"1031","3/3/2015","Quarter1","1","Tuesday",3,0.8,29.4,1156,6840,50,0,0,0,57,0.800333333
"1056","3/4/2015","Quarter1","1","Wednesday",3,0.8,29.4,1169,6840,63,0,0,0,57,0.800333333
"1077","3/5/2015","Quarter1","1","Thursday",3,0.8,29.4,797,1800,63,0,0,0,57,0.800534979
"1094","3/7/2015","Quarter1","1","Saturday",3,0.8,29.4,983,6840,63,0,0,1,57,0.800578947
"1116","3/8/2015","Quarter2","1","Sunday",3,0.8,30.1,1278,3360,50,0,0,1,57,0.800511068
"1135","3/9/2015","Quarter2","1","Monday",3,0.8,30.1,964,5160,50,0,0,1,58,0.800842424
"1160","3/10/2015","Quarter2","1","Tuesday",3,0.8,30.1,756,6960,63,0,0,1,58,0.800071839
"1180","3/11/2015","Quarter2","1","Wednesday",3,0.8,30.1,735,6960,63,0,0,1,58,0.800071839
