"","date","quarter","department","day","team","targeted_productivity","smv","wip","over_time","incentive","idle_time","idle_men","no_of_style_change","no_of_workers","actual_productivity"
"404","1/24/2015","Quarter4","1","Saturday",10,0.75,22.52,1332,10080,69,0,0,0,56,0.80062987
"428","1/25/2015","Quarter4","1","Sunday",10,0.75,22.52,1413,10080,69,0,0,0,56,0.800020563
"449","1/26/2015","Quarter4","1","Monday",10,0.75,22.52,1250,10080,55,0,0,0,56,0.800020563
"462","1/27/2015","Quarter4","1","Tuesday",10,0.8,22.52,1134,6720,70,0,0,0,56,0.900129762
"483","1/28/2015","Quarter4","1","Wednesday",10,0.8,22.52,1175,6720,60,0,0,0,56,0.850532143
"503","1/29/2015","Quarter5","1","Thursday",10,0.8,22.52,1088,6720,88,0,0,0,56,0.900129762
"533","1/31/2015","Quarter5","1","Saturday",10,0.8,22.52,1116,6720,93,0,0,0,56,0.920236905
"551","2/1/2015","Quarter1","1","Sunday",10,0.8,22.52,1282,6720,75,0,0,0,56,0.850532143
"566","2/2/2015","Quarter1","1","Monday",10,0.8,22.52,21540,6720,88,0,0,0,56,0.900129762
"583","2/3/2015","Quarter1","1","Tuesday",10,0.8,22.52,1188,6720,90,0,0,0,56,0.999995238
"602","2/4/2015","Quarter1","1","Wednesday",10,0.8,22.52,1108,6720,113,0,0,0,56,0.999995238
"621","2/5/2015","Quarter1","1","Thursday",10,0.8,22.52,1039,6720,113,0,0,0,56,0.999995238
"641","2/7/2015","Quarter1","1","Saturday",10,0.8,22.52,1142,6720,88,0,0,0,56,0.900129762
"658","2/8/2015","Quarter2","1","Sunday",10,0.8,22.52,1388,6720,88,0,0,0,56,0.9008
"677","2/9/2015","Quarter2","1","Monday",10,0.8,22.52,1127,120,88,0,0,0,56,0.9008
"695","2/10/2015","Quarter2","1","Tuesday",10,0.8,22.52,1268,0,88,0,0,0,56,0.90063244
"719","2/11/2015","Quarter2","1","Wednesday",10,0.8,22.52,598,0,75,0,0,0,56,0.850364583
"748","2/12/2015","Quarter2","1","Thursday",10,0.8,22.52,10,6000,0,0,0,0,50,0.441392
"801","2/16/2015","Quarter3","1","Monday",10,0.6,18.22,1131,5280,0,0,0,1,44,0.35542803
"823","2/17/2015","Quarter3","1","Tuesday",10,0.65,18.22,741,0,0,8,35,1,49,0.302117347
"842","2/18/2015","Quarter3","1","Wednesday",10,0.7,19.68,1119,5640,0,8,35,1,47,0.303574468
"864","2/19/2015","Quarter3","1","Thursday",10,0.7,19.68,1410,5760,0,0,0,1,48,0.249416667
"880","2/22/2015","Quarter4","1","Sunday",10,0.7,21.25,1531,6000,0,0,0,1,50,0.456875
"899","2/23/2015","Quarter4","1","Monday",10,0.7,21.25,1583,6000,0,0,0,1,50,0.417916667
"920","2/24/2015","Quarter4","1","Tuesday",10,0.7,21.25,1834,6360,0,0,0,1,53,0.471108491
"936","2/25/2015","Quarter4","1","Wednesday",10,0.7,21.82,1653,6240,0,0,0,2,52,0.700058333
"954","2/26/2015","Quarter4","1","Thursday",10,0.7,21.82,1591,3240,0,0,0,1,52,0.700251773
"975","2/28/2015","Quarter4","1","Saturday",10,0.7,21.82,1448,6120,40,0,0,1,51,0.700236601
"994","3/1/2015","Quarter1","1","Sunday",10,0.7,21.82,1393,5640,30,0,0,0,52,0.700236601
"1021","3/2/2015","Quarter1","1","Monday",10,0.7,21.82,1511,3600,30,0,0,0,51,0.70013604
"1039","3/3/2015","Quarter1","1","Tuesday",10,0.7,21.82,1313,5040,30,0,0,0,51,0.699984417
"1062","3/4/2015","Quarter1","1","Wednesday",10,0.7,21.82,1334,5760,30,0,0,0,53,0.700058333
"1083","3/5/2015","Quarter1","1","Thursday",10,0.7,21.82,1390,6000,30,0,0,0,50,0.700422
"1098","3/7/2015","Quarter1","1","Saturday",10,0.7,21.82,1251,6000,30,0,0,0,50,0.700422
"1121","3/8/2015","Quarter2","1","Sunday",10,0.7,21.82,1335,6000,30,0,0,0,50,0.700422
"1143","3/9/2015","Quarter2","1","Monday",10,0.7,21.82,1576,6000,30,0,0,0,50,0.700422
"1163","3/10/2015","Quarter2","1","Tuesday",10,0.75,21.82,1499,6000,34,0,0,0,50,0.750608
"1184","3/11/2015","Quarter2","1","Wednesday",10,0.75,21.82,1674,6000,34,0,0,0,50,0.750608
