"","date","quarter","department","day","team","targeted_productivity","smv","wip","over_time","incentive","idle_time","idle_men","no_of_style_change","no_of_workers","actual_productivity"
"681","2/9/2015","Quarter2","1","Monday",12,0.8,15.26,970,4080,63,0,0,0,34,0.800401961
"701","2/10/2015","Quarter2","1","Tuesday",12,0.8,15.26,900,4080,50,0,0,0,34,0.800401961
"721","2/11/2015","Quarter2","1","Wednesday",12,0.8,15.26,854,4080,50,0,0,0,34,0.800401961
"735","2/12/2015","Quarter2","1","Thursday",12,0.8,15.26,894,4080,50,0,0,0,34,0.800401961
"754","2/14/2015","Quarter2","1","Saturday",12,0.8,15.26,942,4080,63,0,0,0,34,0.800401961
"771","2/15/2015","Quarter3","1","Sunday",12,0.8,15.26,1120,1440,50,0,0,0,34,0.800806306
"792","2/16/2015","Quarter3","1","Monday",12,0.8,15.26,1079,3720,38,0,0,0,34,0.800312375
"808","2/17/2015","Quarter3","1","Tuesday",12,0.8,15.26,1133,4080,38,0,0,0,34,0.800401961
"830","2/18/2015","Quarter3","1","Wednesday",12,0.8,15.26,1095,4080,63,0,0,0,34,0.800401961
"846","2/19/2015","Quarter3","1","Thursday",12,0.8,15.26,1126,1080,38,0,0,0,34,0.800711494
"869","2/22/2015","Quarter4","1","Sunday",12,0.8,15.26,1103,4080,63,0,0,0,34,0.800401961
"889","2/23/2015","Quarter4","1","Monday",12,0.8,15.26,1060,4080,63,0,0,0,34,0.800401961
"906","2/24/2015","Quarter4","1","Tuesday",12,0.8,15.26,1062,4080,50,0,0,0,34,0.800401961
"929","2/25/2015","Quarter4","1","Wednesday",12,0.8,15.26,1053,4080,50,0,0,0,34,0.800401961
"948","2/26/2015","Quarter4","1","Thursday",12,0.8,15.26,1065,4080,63,0,0,0,34,0.800401961
"968","2/28/2015","Quarter4","1","Saturday",12,0.8,15.26,1194,1700,62,0,0,0,34,0.800260821
"988","3/1/2015","Quarter1","1","Sunday",12,0.8,15.26,1106,4080,63,0,0,0,34,0.800401961
"1010","3/2/2015","Quarter1","1","Monday",12,0.8,15.26,1035,4080,63,0,0,0,34,0.800401961
"1030","3/3/2015","Quarter1","1","Tuesday",12,0.8,15.26,983,4080,50,0,0,0,34,0.800401961
"1055","3/4/2015","Quarter1","1","Wednesday",12,0.8,15.26,961,4080,50,0,0,0,34,0.800401961
"1078","3/5/2015","Quarter1","1","Thursday",12,0.8,15.26,959,4080,50,0,0,0,34,0.800401961
"1089","3/7/2015","Quarter1","1","Saturday",12,0.8,15.26,986,4080,75,0,0,0,34,0.850520588
"1117","3/8/2015","Quarter2","1","Sunday",12,0.8,15.26,1064,4080,63,0,0,0,34,0.800401961
"1136","3/9/2015","Quarter2","1","Monday",12,0.8,15.26,1132,4080,63,0,0,0,34,0.800401961
"1159","3/10/2015","Quarter2","1","Tuesday",12,0.8,15.26,1069,4080,63,0,0,0,34,0.800401961
"1179","3/11/2015","Quarter2","1","Wednesday",12,0.8,15.26,470,4080,63,0,0,0,34,0.800401961
